UID,Target
126841,medium
154378,medium
88022,medium
145920,medium
159923,medium
71080,medium
159854,medium
125957,medium
91973,high
7299,high
23356,low
137881,high
84454,high
8209,medium
61904,medium
146228,medium
17673,medium
151167,medium
85333,medium
76703,medium
43974,medium
39388,low
155005,medium
20060,medium
24557,medium
90651,medium
79238,medium
20370,medium
38115,medium
152378,medium
144072,medium
32682,medium
82862,high
19897,medium
5451,medium
32145,high
73616,medium
15171,low
19687,medium
127241,low
69495,low
95589,low
49617,medium
67838,medium
58754,low
58749,high
40238,high
64090,high
76141,medium
92871,high
116226,low
64260,high
39249,high
152794,medium
62276,low
2901,medium
86738,medium
139887,medium
145060,low
10666,low
48173,medium
159228,medium
75983,medium
134846,medium
8581,medium
13181,medium
149095,medium
57614,medium
19686,low
44499,medium
54316,medium
155258,medium
122455,high
124946,low
121492,high
21371,low
74225,high
80875,medium
122402,medium
48298,low
71547,low
23368,medium
77709,low
95921,high
34207,medium
59197,high
28526,medium
9320,medium
143168,medium
74598,medium
153681,low
5502,low
67186,low
69895,medium
74607,medium
49030,medium
96898,medium
28653,medium
37549,low
160273,low
6661,low
93453,low
138821,medium
158350,medium
158757,medium
24939,medium
2949,low
121006,medium
140061,medium
128658,medium
153595,medium
147653,medium
114371,low
152638,medium
62813,high
21706,high
104774,medium
141201,medium
159301,medium
97857,low
149629,medium
90985,medium
158591,medium
90568,medium
90831,medium
26740,low
74023,high
98497,high
19154,medium
9498,medium
146413,high
156031,medium
3442,high
125291,low
106814,high
57917,high
7209,medium
29389,high
153897,medium
29235,medium
105926,medium
69051,medium
57211,medium
16606,high
664,high
40547,medium
120432,low
77543,medium
124230,high
80801,high
131907,medium
34677,medium
77956,medium
51705,low
4732,high
155024,medium
76552,low
147228,medium
82580,low
110787,low
106574,low
14906,medium
152122,medium
74545,high
128952,medium
80297,medium
72982,medium
71766,medium
144003,medium
62586,medium
106667,medium
10786,high
117719,medium
24363,medium
98144,high
133992,low
122507,medium
2940,medium
55976,medium
134042,medium
141652,medium
54693,medium
97086,medium
79972,high
134944,low
158669,medium
159696,low
87285,high
133247,low
31254,medium
10603,medium
152002,high
56463,low
18737,low
97309,low
148544,high
156004,medium
120301,medium
26707,high
106268,high
42594,medium
5911,low
54512,medium
148219,high
37335,low
120347,low
8149,medium
34359,medium
56898,medium
42029,low
93843,medium
138346,medium
70846,low
63280,medium
62139,low
122793,high
41577,high
67532,low
78227,medium
134802,medium
57764,medium
129691,medium
160064,medium
26791,medium
37181,medium
40866,low
98753,medium
61235,medium
107471,medium
86495,high
157691,low
44389,low
111115,medium
118575,low
53312,medium
78136,medium
92816,medium
126314,medium
94800,low
94549,low
38632,medium
130666,high
36703,high
27344,low
109239,medium
99971,medium
47954,medium
4840,medium
151710,high
19284,low
68391,high
109961,medium
602,high
48795,medium
41797,medium
123475,low
2371,medium
133801,high
90117,high
58851,medium
72603,high
8798,low
55598,medium
121743,low
19531,high
72664,medium
137639,medium
29215,high
85264,medium
150762,low
108882,low
22038,low
19032,medium
68964,high
127206,medium
120992,low
89315,medium
55646,low
134605,high
24022,medium
160136,medium
77863,medium
112546,medium
3518,medium
9514,high
105782,high
26055,low
58,high
7847,medium
117382,medium
5328,high
86754,low
58005,low
139169,medium
71616,low
110409,low
46705,medium
41226,low
94257,medium
67854,medium
98750,high
104261,medium
15673,medium
46954,medium
22996,low
91248,high
53830,medium
45973,medium
72093,high
140202,low
49291,high
84772,high
159653,high
124775,low
80468,high
104523,high
4561,high
38723,high
131006,medium
72924,low
113920,medium
85588,high
92718,low
65322,medium
152588,high
35248,low
9089,medium
73542,high
156525,high
8860,low
85202,medium
129124,medium
5331,medium
157045,high
85182,medium
130999,high
92857,medium
75717,medium
147565,medium
62734,low
96319,medium
35732,high
151581,medium
104832,low
145741,medium
106839,high
87206,medium
45232,medium
155710,medium
77025,medium
7896,medium
160795,medium
123194,high
95992,medium
75736,low
14611,medium
38931,medium
148487,medium
136522,low
8820,high
39370,low
126778,medium
159305,medium
106489,low
18521,medium
67893,low
34551,medium
88959,medium
41861,medium
118334,medium
160729,low
158414,high
37806,medium
99326,low
117595,high
47372,low
24969,medium
38790,medium
153063,medium
11107,low
7507,high
143139,low
113930,medium
43573,low
92287,medium
114826,medium
156067,low
40755,medium
5642,low
34964,high
59576,high
37450,medium
75070,medium
145903,high
106396,low
39374,high
91681,low
156340,medium
86317,medium
145472,low
97817,high
55910,low
25887,medium
139983,low
33698,high
58142,low
26914,medium
69958,medium
50803,low
66023,medium
129216,medium
114239,medium
102189,medium
95127,medium
149388,medium
8449,medium
141108,medium
106313,medium
116821,low
97242,high
51505,low
92681,high
2118,high
48895,medium
56953,medium
83112,low
144656,low
27399,high
72049,medium
15990,medium
18419,medium
116388,low
41206,medium
60482,medium
99008,high
17683,low
129004,low
66955,medium
62975,medium
155085,medium
38228,medium
9066,medium
120778,medium
142688,medium
14922,medium
2055,medium
32237,medium
10966,low
115972,medium
97799,medium
59155,medium
75544,high
152022,medium
81276,low
37539,medium
118778,low
127288,medium
48181,high
13097,medium
12355,high
75888,medium
37188,medium
64390,medium
115900,medium
134067,medium
87461,medium
23928,medium
13468,medium
150339,medium
12895,medium
67498,low
123943,medium
145144,low
53632,medium
160174,high
65108,low
113012,medium
3803,high
4451,medium
20621,low
26360,low
129801,high
72694,medium
157865,low
114234,medium
141442,low
126709,medium
110756,low
89281,high
93823,medium
88786,low
133515,medium
122670,medium
93347,low
36651,low
58773,low
107146,medium
159241,low
37515,medium
2883,low
62095,medium
103673,medium
54088,low
124535,low
42776,medium
72101,medium
28414,medium
51117,high
109762,medium
136101,low
101876,medium
75569,medium
138528,medium
6903,low
51968,low
57534,medium
27585,medium
35687,medium
148122,medium
119181,high
104456,medium
44608,low
92986,low
72294,high
93813,medium
46799,medium
10979,low
55128,medium
14226,medium
34129,medium
17486,medium
85193,medium
76501,medium
55313,medium
9707,high
64435,low
55737,low
97090,medium
2990,medium
27028,low
111961,medium
100677,medium
120527,medium
85658,medium
63235,medium
55718,low
10387,medium
81822,high
69302,medium
45871,medium
66324,medium
103331,medium
129049,high
5980,high
137445,medium
108785,medium
154831,medium
115389,low
53008,medium
22019,medium
35374,medium
57857,high
33370,medium
54646,medium
76655,medium
77562,medium
36422,low
30422,high
136679,low
36786,high
59221,medium
154789,medium
145114,medium
70953,high
6660,medium
89787,high
142880,medium
39107,high
121828,low
79815,high
115723,medium
140266,medium
92183,low
88262,medium
91126,medium
138811,medium
121294,low
126076,medium
16531,low
137145,medium
47845,high
42467,medium
40722,medium
93746,low
5009,medium
14938,low
53885,medium
147662,low
32103,medium
79987,medium
51691,medium
77809,medium
66935,medium
137946,high
154110,medium
106984,low
94248,medium
117067,medium
71349,medium
101514,medium
159463,medium
46447,low
53953,medium
120806,medium
72976,medium
60292,medium
62108,medium
126966,medium
104569,medium
13764,high
41419,medium
142121,high
90644,high
34433,medium
158608,medium
126996,high
116028,high
54856,medium
140493,medium
113844,medium
44679,medium
43944,medium
152137,high
46295,medium
98783,high
22748,medium
109888,medium
63032,high
23060,high
96969,medium
147873,medium
77651,medium
29414,medium
77015,medium
67203,high
154455,high
14474,medium
9554,high
124193,medium
116745,medium
119878,medium
39718,low
21061,medium
128462,medium
147085,medium
66434,medium
86055,medium
13461,high
132103,medium
97089,medium
57681,medium
143025,medium
24660,medium
43330,low
86406,high
121558,medium
60501,low
118463,high
9574,medium
140671,medium
106640,medium
33900,medium
129646,medium
25767,high
102094,medium
7731,medium
48721,medium
63123,high
50662,medium
90296,medium
26575,high
62131,medium
133627,high
63631,medium
159139,medium
75652,medium
83263,low
17155,high
75604,high
87127,medium
71887,high
160533,low
27064,medium
120750,medium
16172,medium
51334,low
88297,medium
148127,medium
148279,medium
75568,medium
129529,medium
87918,medium
90389,medium
15306,low
155476,medium
155019,medium
93776,high
42191,medium
50997,low
116935,high
7610,medium
29762,low
56446,medium
55406,medium
37704,medium
128168,low
116902,medium
73537,medium
55244,medium
9729,high
11784,medium
108876,medium
46989,low
22922,medium
137472,medium
49725,high
83133,medium
42578,medium
51039,high
84120,low
112486,medium
67614,high
129712,medium
54127,medium
108670,low
64894,low
73639,low
78875,medium
122702,medium
148315,medium
50479,high
107827,medium
159916,medium
125100,medium
39329,high
50418,medium
23428,high
146427,medium
145642,medium
71506,medium
144898,medium
101112,medium
2586,medium
12533,medium
94529,low
99724,high
27102,medium
99375,low
129366,medium
48099,medium
52281,medium
94849,high
63168,high
15009,high
21956,low
75637,high
72612,medium
136206,medium
99074,medium
37100,medium
152686,high
131341,medium
132460,medium
123561,medium
64805,medium
15266,medium
112697,medium
112952,low
1531,medium
126136,medium
82546,medium
71530,medium
80390,high
22778,medium
3689,medium
130576,low
31504,low
156230,medium
63213,medium
90258,medium
93922,low
93442,high
150085,medium
21267,low
80559,low
3738,low
11676,medium
534,low
46369,low
20157,medium
143955,high
125259,medium
69185,low
45675,medium
155911,high
144546,medium
68102,medium
29370,medium
124965,medium
42219,high
77297,low
56092,high
133087,medium
81046,medium
59502,medium
122018,medium
44993,high
25145,high
60407,medium
108689,low
41357,medium
143986,medium
11919,medium
80118,low
29066,low
24506,medium
23819,high
30863,high
107452,medium
160605,high
39579,medium
154347,low
109507,high
82824,medium
8680,high
81776,medium
89196,medium
58597,low
120488,high
119505,medium
141895,medium
94824,medium
25463,low
7226,low
79611,medium
32842,medium
85431,high
108282,high
78608,medium
23057,high
100925,medium
86416,medium
69277,medium
50844,medium
134525,medium
143034,high
144008,medium
15841,high
124474,medium
19971,medium
141594,medium
138836,medium
23880,medium
69572,low
23764,medium
53044,medium
71214,medium
39839,medium
97004,medium
25476,medium
155127,medium
20374,medium
147176,medium
126602,medium
10153,high
40176,medium
106515,high
122665,low
2613,low
71867,low
116570,high
6355,medium
133340,medium
105187,high
43798,high
42416,medium
103468,high
49362,medium
152993,medium
141691,high
88300,medium
60860,medium
29036,high
22071,medium
33835,low
140063,high
4302,high
58396,medium
152550,low
54950,high
58034,medium
90437,high
59431,medium
53236,medium
39102,low
55269,low
158236,medium
72050,high
9544,medium
9084,medium
27620,medium
133230,low
8674,medium
89864,medium
27808,medium
21271,low
94906,low
29549,medium
20698,medium
92266,medium
111223,medium
115602,medium
499,medium
32081,low
79810,medium
72237,medium
122102,high
75623,high
122508,high
52303,high
43135,medium
78694,medium
12380,medium
117806,medium
77766,medium
97239,medium
4125,low
87662,high
7918,medium
89107,medium
56863,high
94620,medium
9652,medium
1640,low
101411,medium
123879,medium
122589,high
146783,high
157411,low
11432,medium
144040,medium
96217,medium
159886,high
151600,high
67095,medium
87349,high
137996,high
115743,medium
138798,high
135760,medium
33781,medium
158690,medium
128892,medium
69964,medium
154294,medium
74629,medium
138127,medium
120630,low
122310,high
19205,medium
50348,high
30887,medium
142065,medium
119369,medium
97806,high
52180,medium
122041,low
116022,high
35253,high
155637,medium
54151,medium
155519,low
44588,medium
120309,medium
147639,medium
7307,medium
81760,medium
35157,medium
80509,medium
10168,low
147956,medium
144412,medium
131094,medium
88892,high
48868,low
26804,medium
4275,medium
10350,low
137886,medium
143500,medium
95893,medium
502,high
125635,high
23123,low
81581,low
126175,medium
28860,high
141237,high
87197,high
59323,medium
18229,high
64573,high
141821,medium
41496,medium
57809,high
117935,low
116038,medium
60176,high
77765,high
134535,medium
66749,medium
17828,medium
77922,medium
91701,medium
40495,high
17373,medium
115772,medium
102940,low
61861,medium
10548,high
56356,high
13624,medium
52116,medium
45564,medium
58933,low
22641,medium
99431,low
59823,medium
58399,medium
65867,medium
77026,low
371,medium
111454,medium
150894,medium
63443,medium
45921,medium
8001,high
6742,medium
11218,low
83610,high
123854,medium
35924,medium
143892,high
25918,high
117903,medium
114116,medium
77637,low
41468,high
69322,medium
111451,high
44166,low
61792,medium
105347,high
70965,medium
141391,high
120408,medium
54117,low
26970,low
58758,medium
30216,low
51520,low
43679,low
45997,high
86761,medium
67580,medium
10020,medium
38976,medium
59219,low
4242,low
40497,low
97209,medium
138868,medium
14332,low
27396,medium
131239,high
73753,medium
52409,medium
89211,medium
111654,high
135706,medium
155404,high
65428,low
71912,medium
239,medium
123341,medium
7963,medium
22123,low
853,medium
53710,low
66356,medium
17431,medium
1074,medium
24052,medium
133140,high
3488,medium
78169,medium
22228,high
118878,high
18663,medium
146558,low
5166,medium
45884,medium
159447,medium
88365,medium
114380,high
148103,medium
22962,medium
128980,high
117166,high
30432,medium
21509,high
5285,medium
105025,low
107215,medium
72243,high
82010,high
139560,medium
114493,medium
61752,medium
149844,high
94904,high
6705,medium
84184,medium
86172,medium
5571,medium
4436,high
159356,high
40323,low
1992,medium
34940,high
93445,low
57093,medium
75011,medium
117922,high
18233,medium
31387,medium
9809,medium
88949,medium
34672,medium
149785,medium
129239,low
7151,high
153427,low
24934,medium
103342,medium
21006,high
72738,low
20518,high
71299,medium
132285,high
74743,high
26134,medium
